Term,DF,IDF_BM25,Max_TF,Max_BM25_Score
hodograph,3,5.9922,4,11.2451
dihedr,3,5.9922,3,10.8838
insert,3,5.9922,1,5.9321
brass,3,5.9922,1,5.9077
pronounc,3,5.9922,1,5.1622
scientif,3,5.9922,1,6.4974
prematur,3,5.9922,2,8.7302
grade,3,5.9922,2,9.2371
cushion,3,5.9922,1,7.8513
gaussian,3,5.9922,1,6.6175
biconvex,3,5.9922,1,5.8593
bessel,3,5.9922,1,7.6418
sort,3,5.9922,1,5.629
track,3,5.9922,2,7.9103
focus,3,5.9922,1,6.8063
crop,3,5.9922,3,8.8653
sutherland,3,5.9922,1,6.3816
lengthwis,3,5.9922,1,7.4431
omit,3,5.9922,1,8.4539
british,3,5.9922,1,6.8063
raeon,3,5.9922,1,7.4431
accumul,3,5.9922,2,11.0986
contamin,3,5.9922,3,10.8017
inter,3,5.9922,1,5.8117
whirl,3,5.9922,2,7.4571
deduct,3,5.9922,1,8.2115
southwel,3,5.9922,2,10.6845
lattic,3,5.9922,18,15.5595
boat,3,5.9922,2,7.7661
princeton,3,5.9922,1,5.9321
began,3,5.9922,1,5.0175
bomber,3,5.9922,2,9.7397
annulus,3,5.9922,3,10.9711
photographi,3,5.9922,1,5.2377
hypergeometr,3,5.9922,3,11.7469
compact,3,5.9922,1,7.7661
addendum,3,5.9922,1,8.4539
polyatom,3,5.9922,2,8.5734
inert,3,5.9922,4,10.8819
subscript,3,5.9922,1,8.2588
abil,3,5.9922,1,6.4974
ethylen,3,5.9922,2,9.4817
mfour,3,5.9922,1,7.146
belong,3,5.9922,1,8.1647
radar,3,5.9922,1,5.1437
puls,3,5.9922,1,6.5569
photothermoelast,3,5.9922,3,11.7469
seek,3,5.9922,1,6.527
onezero,3,5.9922,1,6.4102
theodorsen,3,5.9922,4,10.9862
overlap,3,5.9922,1,5.7189
nylon,3,5.9922,1,7.2915
drastic,3,5.9922,1,5.1997
page,3,5.9922,1,6.1355
perfor,3,5.9922,5,11.0657
overpressur,3,5.9922,2,7.4766
sea,3,5.9922,1,5.8593
eckert,3,5.9922,2,8.8928
resin,3,5.9922,2,10.3749
smoke,3,5.9922,19,14.7927
visualis,3,5.9922,3,7.6071
excresc,3,5.9922,2,8.838
speak,3,5.9922,1,7.0753
cut,3,5.9922,3,10.0912
graphit,3,5.9922,2,7.8238
sought,3,5.9922,1,5.629
oblat,3,5.9922,3,10.1388
brake,3,5.9922,2,10.9292
underestim,3,5.9922,1,5.4782
stein,3,5.9922,1,7.0061
shoulder,3,5.9922,2,6.4062
incipi,3,5.9922,5,8.5232
stol,3,5.9922,1,6.5569
turbulen,3,5.9922,1,7.146
spar,3,5.9922,2,8.3484
farnborough,3,5.9922,1,6.4681
cooper,3,5.9922,1,6.8063
inflect,3,5.9922,1,5.9568
seventh,3,5.9922,1,6.8716
intrins,3,5.9922,2,8.9484
intak,3,5.9922,2,8.0211
nuclear,3,5.9922,1,6.5569
torispher,3,5.9922,5,11.6415
fore,3,5.9922,1,7.218
touch,3,5.9922,1,7.9383
paid,3,5.9922,1,7.6828
breath,3,5.9922,2,8.9484
attract,3,5.9922,2,7.5356
mission,3,5.9922,1,6.439
dive,3,5.9922,2,8.3974
overcom,3,5.9922,1,6.5569
evapor,3,5.9922,3,9.5739
inward,3,5.9922,1,7.1818
fortyzero,3,5.9922,1,7.7242
bay,3,5.9922,3,10.2599
hoop,3,5.9922,10,14.4306
compens,3,5.9922,1,8.0726
filament,3,5.9922,1,6.0068
bibliographi,3,5.9922,2,10.4506
notch,3,5.9922,4,9.1885
night,3,5.9922,3,11.4343
get,3,5.9922,1,8.3552
sear,3,5.9922,1,6.1093
gamma,3,5.9922,1,5.6736
constrain,3,5.9922,1,6.7106
terrain,3,5.9922,1,6.8063
sand,3,5.9922,2,8.3242
thorough,3,5.9922,1,6.972
andor,3,5.9922,2,8.7837
sector,3,5.9922,2,9.6739
visibl,3,5.9922,2,8.4221
apart,3,5.9922,1,6.6175
ruptur,3,5.9922,2,7.7393
embed,3,5.9922,3,8.918
assembl,3,5.9922,1,6.8063
deposit,3,5.9922,4,8.889
mayer,3,5.9922,1,6.9047
ray,3,5.9922,2,6.2698
viz,3,5.9922,1,8.4539
interconnect,3,5.9922,1,6.2154
15degre,3,5.9922,2,7.4046
season,3,5.9922,1,8.5549
event,3,5.9922,5,10.9473
concurr,3,5.9922,1,5.6069
chief,3,5.9922,1,5.8593
argu,3,5.9922,1,6.7106
elabor,3,5.9922,1,7.2915
journal,3,5.9922,1,7.7242
hour,3,5.9922,1,6.9047
june,3,5.9922,1,6.9382
doublet,3,5.9922,1,6.9047
riddel,3,5.9922,1,6.9047
asm,3,5.9922,2,7.6158
philosophi,3,5.9922,1,8.6063
harden,3,5.9922,1,8.0726
unusu,3,5.9922,1,6.1619
referenc,3,5.9922,1,4.308
navi,3,5.9922,1,7.1818
fps,3,5.9922,1,5.9568
fay,3,5.9922,1,6.9047
said,3,5.9922,1,6.0321
liter,3,5.9922,1,6.2698
humid,3,5.9922,2,8.0436
newton,3,5.9922,2,7.0061
plug,3,5.9922,3,11.9762
spectral,3,5.9922,2,8.1582
vertex,3,5.9922,3,8.8263
persist,3,5.9922,1,6.2154
quick,3,5.9922,2,8.276
benefit,3,5.9922,3,8.7544
ninezero,3,5.9922,1,7.5213
nonconserv,3,5.9922,1,7.3666
threezero,3,5.9922,1,6.6793
biharmon,3,5.9922,1,6.7422
inevit,3,5.9922,1,6.4681
maxwellian,3,5.9922,2,9.8741
stretch,3,5.9922,2,7.3666
cavit,3,5.9922,3,11.0803
tech,3,5.9922,1,7.4431
curvilinear,3,5.9922,3,11.0803
paradox,3,5.9922,2,8.1582
insofar,3,5.9922,1,6.972
discoveri,3,5.9922,1,6.7106
clarifi,3,5.9922,1,7.3666
msix,3,5.9922,1,5.3754
eventu,3,5.9922,1,5.3353
nonsimilar,3,5.9922,2,8.5734
t6,3,5.9922,1,6.9047
multiweb,3,5.9922,2,9.8401
apprais,3,5.9922,1,5.3155
stainless,3,5.9922,2,7.4962
diamond,3,5.9922,1,6.9047
counter,3,5.9922,1,5.7189
art,3,5.9922,1,8.2115
demand,3,5.9922,1,6.6175
matter,3,5.9922,1,8.3068
shanley,3,5.9922,1,7.3666
fruit,3,5.9922,1,7.6012
belotserkovskii,3,5.9922,2,10.2633
ture,3,5.9922,1,8.5041
ellips,3,5.9922,3,7.0457
schubauer,3,5.9922,2,9.1194
salient,3,5.9922,1,5.5634
tailor,3,5.9922,2,10.4889
helmholtz,3,5.9922,1,7.0061
classif,3,5.9922,1,7.6418
mere,3,5.9922,1,6.0834
lundquist,3,5.9922,1,6.1093
recompress,3,5.9922,4,9.1885
wrinkl,3,5.9922,5,13.9563
cheng,3,5.9922,1,6.9047
precipit,3,5.9922,2,8.3242
psia,3,5.9922,2,8.625
usaf,3,5.9922,1,8.1647
goldstein,3,5.9922,2,7.6158
sponsor,3,5.9922,1,8.1647
vacuum,3,5.9922,1,6.4681
sine,3,5.9922,2,7.9987
neighbourhood,3,5.9922,1,7.0753
hopeless,3,5.9922,1,7.7242
inadequaci,3,5.9922,1,6.8388
revis,3,5.9922,1,6.9047
cusp,3,5.9922,2,9.4504
key,3,5.9922,1,6.4681
thirtyzero,3,5.9922,2,9.7397
indirect,3,5.9922,1,7.1105
piec,3,5.9922,1,6.4974
bedford,3,5.9922,1,7.9383
infer,3,5.9922,1,7.0406
gravel,3,5.9922,4,11.3737
stimul,3,5.9922,1,6.5569
supercrit,3,5.9922,2,8.2285
complementari,3,5.9922,3,9.5314
inspect,3,5.9922,1,7.1818
timoshenko,3,5.9922,1,7.2915
inaccuraci,3,5.9922,1,7.1818
complement,3,5.9922,1,5.9817
stratford,3,5.9922,1,7.7661
recircul,3,5.9922,1,5.4993
ensur,3,5.9922,1,6.439
room,4,5.7409,1,6.0868
45degre,4,5.7409,2,8.2882
preston,4,5.7409,3,11.803
maccol,4,5.7409,4,9.4229
conceiv,4,5.7409,1,7.0576
sodium,4,5.7409,2,10.0859
60degre,4,5.7409,2,6.8586
split,4,5.7409,4,10.4057
hypothet,4,5.7409,1,5.2285
explor,4,5.7409,1,5.9807
none,4,5.7409,1,6.8806
lend,4,5.7409,1,7.6478
customari,4,5.7409,1,5.929
tensil,4,5.7409,1,6.7786
fire,4,5.7409,2,8.4412
divis,4,5.7409,3,9.8062
aeroplan,4,5.7409,1,6.2533
forego,4,5.7409,1,7.4404
stanton,4,5.7409,2,11.1518
benefici,4,5.7409,1,6.6796
render,4,5.7409,1,5.9035
node,4,5.7409,2,10.1231
seban,4,5.7409,1,6.9857
beneath,4,5.7409,3,8.3532
monoton,4,5.7409,1,5.707
weissing,4,5.7409,2,8.9653
via,4,5.7409,1,7.9125
explos,4,5.7409,7,11.3335
econom,4,5.7409,1,8.0048
conjectur,4,5.7409,1,6.1689
coaxial,4,5.7409,1,7.3213
surpris,4,5.7409,1,7.4404
let,4,5.7409,1,6.1968
multistag,4,5.7409,3,8.4911
sizabl,4,5.7409,2,9.3312
uncertainti,4,5.7409,1,7.0576
justif,4,5.7409,1,6.2819
incorrect,4,5.7409,1,8.0993
labor,4,5.7409,1,6.3694
rarefact,4,5.7409,1,6.34
green,4,5.7409,2,9.3951
aforement,4,5.7409,1,6.0333
schlicht,4,5.7409,7,12.3382
display,4,5.7409,1,6.0333
comprehens,4,5.7409,1,6.9857
heavi,4,5.7409,5,10.5365
kirchhoff,4,5.7409,1,6.5834
surg,4,5.7409,4,10.5053
cite,4,5.7409,1,7.0576
tab,4,5.7409,8,12.0475
irrevers,4,5.7409,2,8.4673
downward,4,5.7409,2,8.5464
status,4,5.7409,2,10.8863
subcrit,4,5.7409,1,7.4002
caviti,4,5.7409,7,11.1363
fring,4,5.7409,1,6.6472
fifth,4,5.7409,1,7.2059
hall,4,5.7409,2,9.6939
encompass,4,5.7409,2,6.2636
peculiar,4,5.7409,1,6.552
embrac,4,5.7409,1,6.1689
interferometr,4,5.7409,1,7.5635
hartmann,4,5.7409,2,8.9071
kelli,4,5.7409,1,6.9857
skip,4,5.7409,3,8.1384
isovel,4,5.7409,2,7.089
spiral,4,5.7409,2,7.3947
quot,4,5.7409,1,8.0048
standpoint,4,5.7409,2,7.089
link,4,5.7409,1,7.1682
undissoci,4,5.7409,2,7.7717
laplac,4,5.7409,1,6.6796
fighter,4,5.7409,2,7.163
undertaken,4,5.7409,1,6.1689
nonaxisymmetr,4,5.7409,2,7.8834
insignific,4,5.7409,1,6.1689
univac,4,5.7409,1,6.6796
young,4,5.7409,1,7.0215
junctur,4,5.7409,2,6.2923
wood,4,5.7409,5,9.4741
projectil,4,5.7409,3,10.3748
50degre,4,5.7409,1,4.9279
viscoelast,4,5.7409,1,6.2819
draw,4,5.7409,2,7.6478
block,4,5.7409,2,7.0707
laval,4,5.7409,1,7.734
landahl,4,5.7409,1,6.5834
ascertain,4,5.7409,1,6.9503
ackeret,4,5.7409,1,7.3605
thicken,4,5.7409,2,9.3631
treatis,4,5.7409,1,7.0576
shed,4,5.7409,4,10.9454
friedrich,4,5.7409,1,6.8463
oncom,4,5.7409,1,7.3605
transmit,4,5.7409,2,7.7279
invert,4,5.7409,2,9.7978
oppos,4,5.7409,1,6.4291
nacell,4,5.7409,10,13.3284
notat,4,5.7409,1,7.6907
content,4,5.7409,1,6.9857
fulfil,4,5.7409,1,6.9503
vibratori,4,5.7409,2,7.7279
hydromagnet,4,5.7409,1,6.7786
chamber,4,5.7409,1,6.0069
likewis,4,5.7409,1,6.5208
onef,4,5.7409,1,6.2249
shield,4,5.7409,11,13.1917
drive,4,5.7409,5,11.7052
dual,4,5.7409,2,8.7092
sevenzero,4,5.7409,1,6.2249
instruct,4,5.7409,1,7.3605
plant,4,5.7409,4,10.6687
interferomet,4,5.7409,1,7.0215
mit,4,5.7409,1,7.3213
ceas,4,5.7409,1,6.2819
cal,4,5.7409,1,6.6472
add,4,5.7409,1,5.707
largest,4,5.7409,1,5.1889
fold,4,5.7409,5,11.4896
write,4,5.7409,1,5.8282
knudsen,4,5.7409,3,10.3915
scienc,4,5.7409,1,7.3213
preserv,4,5.7409,1,6.4291
intim,4,5.7409,1,7.4002
hard,4,5.7409,2,9.3951
hugoniot,4,5.7409,3,9.1724
love,4,5.7409,1,6.4594
amplifi,4,5.7409,1,6.7123
incur,4,5.7409,2,9.206
gaug,4,5.7409,1,6.6152
flown,4,5.7409,1,6.6152
undershoot,4,5.7409,2,7.2964
eightzero,4,5.7409,1,6.6152
york,4,5.7409,1,6.4594
closer,4,5.7409,1,6.8463
math,4,5.7409,1,8.3457
merg,4,5.7409,10,11.0787
aluminium,4,5.7409,1,6.7786
inde,4,5.7409,1,5.9035
logic,4,5.7409,1,6.8806
entranc,4,5.7409,3,10.5072
ignit,4,5.7409,7,11.6215
fiber,4,5.7409,1,6.9857
steadili,4,5.7409,1,6.3108
screen,4,5.7409,5,11.5282
untap,4,5.7409,1,6.9153
bureau,4,5.7409,1,7.6054
permiss,4,5.7409,2,8.4673
extension,4,5.7409,5,11.9708
encourag,4,5.7409,1,5.8282
wavi,4,5.7409,1,7.3605
distinguish,4,5.7409,1,7.3213
leeward,4,5.7409,1,4.9279
pilot,4,5.7409,3,7.3532
fig,4,5.7409,1,7.0941
hypothes,4,5.7409,3,11.4103
necessit,4,5.7409,1,6.0868
novel,4,5.7409,1,7.3605
hoff,4,5.7409,2,10.6331
frustum,4,5.7409,4,12.6338
stack,4,5.7409,2,10.1606
escap,4,5.7409,1,6.49
cumul,4,5.7409,3,10.5611
repeat,4,5.7409,2,7.6206
onethre,4,5.7409,1,4.3224
come,4,5.7409,1,6.2819
defect,4,5.7409,1,7.5635
labori,4,5.7409,1,5.8531
augment,4,5.7409,3,7.4329
afford,4,5.7409,1,5.8531
gun,4,5.7409,4,11.7023
movabl,4,5.7409,1,5.4142
wise,4,5.7409,1,7.5635
answer,4,5.7409,1,5.0551
float,4,5.7409,3,7.4598
dioxid,4,5.7409,1,8.5008
refract,4,5.7409,2,8.7092
afterburn,4,5.7409,4,7.9487
conflict,4,5.7409,2,7.5785
super,4,5.7409,2,8.4153
valuabl,4,5.7409,1,5.6833
commerci,4,5.7409,2,7.6847
cubic,4,5.7409,1,6.0069
gage,5,5.5402,2,8.7376
discov,5,5.5402,2,8.1713
invalid,5,5.5402,1,7.8162
twice,5,5.5402,2,6.6024
ascend,5,5.5402,2,9.9156
planar,5,5.5402,3,8.992
imposs,5,5.5402,1,6.4776
bleed,5,5.5402,1,7.1803
enclos,5,5.5402,5,8.6756
polygon,5,5.5402,3,8.7158
save,5,5.5402,1,6.5741
imag,5,5.5402,2,5.6485
deterior,5,5.5402,1,4.9146
obey,5,5.5402,1,6.2336
soft,5,5.5402,2,8.2477
loos,5,5.5402,3,9.4634
kept,5,5.5402,1,6.8817
attend,5,5.5402,2,7.6518
choos,5,5.5402,1,6.2044
thinner,5,5.5402,1,6.3839
probe,5,5.5402,4,11.3556
committe,5,5.5402,2,8.7376
understood,5,5.5402,1,7.2195
depart,5,5.5402,1,6.0624
rankin,5,5.5402,3,8.8517
twentyzero,5,5.5402,1,6.1755
rms,5,5.5402,1,6.1184
magneto,5,5.5402,5,10.6938
npl,5,5.5402,1,7.5921
toroid,5,5.5402,2,10.1825
shorten,5,5.5402,1,6.5417
obstacl,5,5.5402,4,10.9789
calor,5,5.5402,1,5.8224
eros,5,5.5402,5,11.3542
amplif,5,5.5402,1,6.3229
electromagnet,5,5.5402,2,9.2894
post,5,5.5402,1,6.5417
midplan,5,5.5402,1,7.6802
unlimit,5,5.5402,1,7.5488
proof,5,5.5402,4,11.3313
storag,5,5.5402,1,6.8109
resolv,5,5.5402,1,6.6736
reissner,5,5.5402,1,7.3395
neither,5,5.5402,1,5.8741
hay,5,5.5402,3,10.2182
meridian,5,5.5402,1,7.3395
millisecond,5,5.5402,2,8.5958
driver,5,5.5402,2,8.3517
cyclic,5,5.5402,3,8.1272
upwash,5,5.5402,3,8.9113
store,5,5.5402,2,8.6238
easi,5,5.5402,1,6.6736
tedious,5,5.5402,1,6.8109
mise,5,5.5402,2,6.6189
spatial,5,5.5402,1,6.8817
nevertheless,5,5.5402,1,5.3734
stem,5,5.5402,2,6.9126
admit,5,5.5402,2,7.6078
project,5,5.5402,2,7.2734
breakdown,5,5.5402,2,7.6078
promot,5,5.5402,2,7.2337
overexpand,5,5.5402,3,10.5718
whenev,5,5.5402,1,6.0624
text,5,5.5402,1,6.7415
uncool,5,5.5402,1,6.4149
amr,5,5.5402,1,6.607
confin,5,5.5402,2,7.3953
photo,5,5.5402,2,8.1713
decid,5,5.5402,2,8.7089
mangler,5,5.5402,3,7.2121
plausibl,5,5.5402,1,6.6401
10degre,5,5.5402,2,8.6803
imperm,5,5.5402,2,8.3517
contrari,5,5.5402,1,7.3395
oval,5,5.5402,4,10.2958
lag,5,5.5402,2,7.0601
overestim,5,5.5402,1,5.3953
tumbl,5,5.5402,3,11.1977
public,5,5.5402,1,6.8109
planet,5,5.5402,4,10.3822
suit,5,5.5402,1,5.9002
possess,5,5.5402,2,6.4776
uniaxi,5,5.5402,3,8.832
insensit,5,5.5402,1,6.3839
howarth,5,5.5402,2,7.0226
median,5,5.5402,1,6.3229
inher,5,5.5402,1,5.7969
sequenc,5,5.5402,1,5.3734
trip,5,5.5402,3,10.6856
human,5,5.5402,1,6.8461
orthogon,5,5.5402,1,6.776
induct,5,5.5402,2,9.1927
formal,5,5.5402,1,6.5095
faster,5,5.5402,1,6.0347
collis,5,5.5402,1,6.3229
perimet,5,5.5402,1,6.8817
counterpart,5,5.5402,1,6.0624
amen,5,5.5402,1,5.9802
quarter,5,5.5402,2,8.0228
fan,5,5.5402,4,11.9717
manifest,5,5.5402,1,6.1184
unchang,5,5.5402,1,6.5417
probstein,5,5.5402,2,8.5129
compil,5,5.5402,2,9.4216
outlet,5,5.5402,2,7.6518
btu,5,5.5402,3,9.9619
modul,5,5.5402,5,12.4194
glider,5,5.5402,2,7.9985
defici,5,5.5402,1,6.8461
lifetim,5,5.5402,5,12.2811
hundredzero,5,5.5402,5,9.2193
corridor,5,5.5402,10,12.0324
margin,5,5.5402,2,6.5371
meridion,5,5.5402,4,10.5
unstiffen,5,5.5402,1,7.6802
mainstream,5,5.5402,2,7.8561
guidanc,5,5.5402,3,10.4604
titl,5,5.5402,1,6.776
indici,5,5.5402,5,11.5524
twozero,5,5.5402,1,6.954
supplement,5,5.5402,1,6.5095
blowdown,5,5.5402,1,5.4396
uncoupl,5,5.5402,3,7.7923
wavelength,5,5.5402,2,7.5643
glass,5,5.5402,8,11.7034
galcit,5,5.5402,2,9.1608
strict,5,5.5402,1,5.9002
return,5,5.5402,1,6.2631
hope,5,5.5402,1,6.954
steep,5,5.5402,2,9.0051
insight,5,5.5402,1,6.954
attitud,5,5.5402,3,7.6719
forth,5,5.5402,1,7.1033
creat,5,5.5402,2,7.0653
rais,5,5.5402,1,7.6802
whitham,5,5.5402,2,6.7196
paraboloid,5,5.5402,3,10.3784
sustain,5,5.5402,2,8.8842
fashion,5,5.5402,1,5.6971
know,5,5.5402,1,5.2044
notic,5,5.5402,1,5.5075
tabular,5,5.5402,1,5.7969
torqu,5,5.5402,2,8.4315
fuller,5,5.5402,1,6.5417
impli,5,5.5402,1,6.0624
recogn,5,5.5402,1,6.1184
unheat,5,5.5402,2,8.9442
rotari,5,5.5402,1,5.3301
exchang,5,5.5402,2,8.825
assist,5,5.5402,1,7.3805
precis,5,5.5402,1,6.7415
reproduc,5,5.5402,1,6.9177
inertia,5,5.5402,4,7.7494
thermoelast,5,5.5402,2,8.1713
lumin,5,5.5402,2,7.3395
date,5,5.5402,1,6.2336
whilst,5,5.5402,1,6.7415
pivot,5,5.5402,3,11.1038
tendenc,5,5.5402,1,5.4847
branch,6,5.3731,3,9.4714
compat,6,5.3731,2,7.6192
unlik,6,5.3731,1,7.1579
sub,6,5.3731,2,7.7108
analogu,6,5.3731,4,12.0748
flugg,6,5.3731,1,7.4921
reader,6,5.3731,1,6.9262
trigonometr,6,5.3731,1,6.8523
superior,6,5.3731,2,6.0275
sixzero,6,5.3731,1,6.1914
accommod,6,5.3731,3,9.3112
minimis,6,5.3731,2,8.4463
rev,6,5.3731,1,6.4077
invari,6,5.3731,1,5.7999
circumst,6,5.3731,1,5.0475
corrug,6,5.3731,2,9.6166
condens,6,5.3731,2,7.2386
exclud,6,5.3731,1,6.0743
postul,6,5.3731,1,6.5717
sting,6,5.3731,3,9.4251
busemann,6,5.3731,2,6.2823
superposit,6,5.3731,1,7.3632
flame,6,5.3731,5,10.3355
eighth,6,5.3731,2,6.9262
irrot,6,5.3731,1,6.1323
california,6,5.3731,1,6.0457
attenu,6,5.3731,3,9.0487
lewi,6,5.3731,1,5.8262
thought,6,5.3731,2,6.6867
kernel,6,5.3731,9,12.7041
climb,6,5.3731,2,10.1088
melt,6,5.3731,4,11.9068
everywher,6,5.3731,2,7.5967
grow,6,5.3731,1,6.1323
worker,6,5.3731,1,7.5805
facilit,6,5.3731,1,6.0457
angular,6,5.3731,4,10.5386
flang,6,5.3731,2,8.8236
meet,6,5.3731,1,6.1031
prevail,6,5.3731,1,5.2326
broad,6,5.3731,1,6.7091
bar,6,5.3731,2,9.203
plus,6,5.3731,1,5.9615
absorpt,6,5.3731,2,7.8763
background,6,5.3731,5,10.8628
penalti,6,5.3731,2,7.6647
versus,6,5.3731,2,7.5743
prefer,6,5.3731,2,7.2386
output,6,5.3731,2,5.4172
bond,6,5.3731,4,10.4528
descent,6,5.3731,2,7.8763
reinforc,6,5.3731,1,6.6397
envelop,6,5.3731,3,9.9872
offer,6,5.3731,1,5.9893
eigenvalu,6,5.3731,3,10.145
vane,6,5.3731,6,11.6964
constitut,6,5.3731,2,7.8045
stewartson,6,5.3731,2,8.4741
issu,6,5.3731,2,7.7573
departur,6,5.3731,2,7.0348
reson,6,5.3731,2,8.9778
glide,6,5.3731,4,8.9778
film,6,5.3731,2,6.2214
diatom,6,5.3731,2,7.7808
nonsteadi,6,5.3731,1,6.6742
alreadi,6,5.3731,1,5.4318
reservoir,6,5.3731,6,11.8402
emit,6,5.3731,2,6.7217
boattail,6,5.3731,3,7.0202
jone,6,5.3731,2,7.8045
restrain,6,5.3731,2,9.3369
solar,6,5.3731,7,11.4159
react,6,5.3731,2,8.0491
ionospher,6,5.3731,2,8.6745
bulk,6,5.3731,1,6.5717
strike,6,5.3731,1,7.4486
statement,6,5.3731,1,6.9262
releas,6,5.3731,5,10.8908
tank,6,5.3731,2,6.2323
elev,6,5.3731,2,7.734
occurr,6,5.3731,2,6.6397
freez,6,5.3731,4,10.1231
abrupt,6,5.3731,1,5.0081
transmiss,6,5.3731,1,5.6221
mile,6,5.3731,2,9.7259
undergo,6,5.3731,1,7.1579
elsewher,6,5.3731,1,7.4056
vapor,6,5.3731,3,9.7594
hartre,6,5.3731,1,6.3444
interpol,6,5.3731,1,7.1579
semispan,6,5.3731,1,5.7223
spring,6,5.3731,7,12.8159
burn,6,5.3731,2,9.3369
farther,6,5.3731,2,6.9397
disappear,6,5.3731,1,5.9339
spin,6,5.3731,2,6.9024
compromis,6,5.3731,2,7.0402
fifteenzero,6,5.3731,1,7.1182
joukowski,6,5.3731,3,8.1146
kutta,6,5.3731,2,7.1127
driven,6,5.3731,2,7.486
lagrang,6,5.3731,1,6.6055
resembl,6,5.3731,2,6.3089
web,6,5.3731,5,12.0223
aft,7,5.23,2,7.1613
rearward,7,5.23,2,6.8662
tollmien,7,5.23,7,11.2404
perhap,7,5.23,1,5.6454
0degre,7,5.23,3,9.4995
gain,7,5.23,2,5.8298
domain,7,5.23,2,7.0403
gap,7,5.23,3,8.5592
tangenti,7,5.23,3,8.2824
modern,7,5.23,1,6.8527
quadratur,7,5.23,2,6.7916
necess,7,5.23,1,6.0265
dead,7,5.23,2,8.648
asymmetr,7,5.23,2,8.8942
flare,7,5.23,7,10.4291
recommend,7,5.23,1,7.1671
ration,7,5.23,2,6.6648
matric,7,5.23,3,10.8775
exterior,7,5.23,1,5.6454
concav,7,5.23,3,8.0511
convex,7,5.23,3,8.0511
stringer,7,5.23,2,9.2565
articl,7,5.23,4,8.9695
freon,7,5.23,9,12.531
among,7,5.23,1,7.4225
postbuckl,7,5.23,2,8.8313
day,7,5.23,1,7.4668
dealt,7,5.23,1,6.0557
preced,7,5.23,1,6.5647
wherein,7,5.23,2,8.8002
suscept,7,5.23,1,5.6969
list,7,5.23,1,7.3786
hub,7,5.23,4,11.003
gaseous,7,5.23,2,8.4435
teflon,7,5.23,4,9.5723
poor,7,5.23,2,9.0553
biot,7,5.23,3,7.6722
launch,7,5.23,2,8.2758
convert,7,5.23,2,7.2654
gradual,7,5.23,1,5.7759
version,7,5.23,2,9.0882
scatter,7,5.23,1,6.7056
fabric,7,5.23,1,6.8153
spectra,7,5.23,3,8.2098
brought,7,5.23,1,6.4296
adopt,7,5.23,1,6.3319
neighborhood,7,5.23,1,5.671
nonconduct,7,5.23,1,6.5647
familiar,7,5.23,1,5.8027
passag,7,5.23,5,9.0433
tenzero,7,5.23,1,5.5949
kind,7,5.23,3,9.0413
calculus,7,5.23,1,6.9673
speci,7,5.23,3,7.9319
fill,7,5.23,2,7.8103
percentag,7,5.23,1,5.4249
compris,7,5.23,2,6.4965
last,7,5.23,1,6.3967
insid,7,5.23,2,9.0226
exert,7,5.23,2,8.7694
disagr,7,5.23,1,5.6454
narrow,7,5.23,2,8.0622
ritz,7,5.23,1,6.115
programm,7,5.23,3,10.973
ellipsoid,7,5.23,3,9.0196
meyer,7,5.23,1,5.4964
cruis,7,5.23,3,8.2758
felt,7,5.23,1,7.0858
lagrangian,7,5.23,2,8.8313
outboard,7,5.23,2,7.4163
under,7,5.23,1,6.2684
rubesin,7,5.23,1,6.0557
circl,7,5.23,2,9.0882
obvious,7,5.23,1,6.3
rotate,7,5.23,3,8.8912
ignor,7,5.23,1,6.6698
deg,7,5.23,3,9.7974
nonlift,7,5.23,2,6.4965
outward,7,5.23,2,6.8101
discharg,7,5.23,4,10.722
implicit,7,5.23,1,6.7418
simplest,7,5.23,2,7.3786
denot,7,5.23,3,9.4278
man,7,5.23,2,6.4965
retard,7,5.23,2,8.9259
multi,7,5.23,2,9.4669
translat,7,5.23,2,7.0009
binari,7,5.23,2,9.0553
planetari,7,5.23,3,9.4669
disc,7,5.23,3,8.8942
regular,7,5.23,4,7.3156
unaffect,7,5.23,1,6.3
jump,7,5.23,2,8.7083
protect,7,5.23,2,8.141
ferri,7,5.23,1,5.9976
allevi,7,5.23,1,5.9125
ibm,8,5.1049,1,6.0276
galerkin,8,5.1049,6,9.7896
million,8,5.1049,8,10.273
plasma,8,5.1049,3,10.5865
help,8,5.1049,1,6.0576
institut,8,5.1049,1,5.9687
instantan,8,5.1049,2,8.6813
proxim,8,5.1049,2,7.5996
orific,8,5.1049,5,9.9016
writer,8,5.1049,1,5.4366
dyke,8,5.1049,2,6.9557
longer,8,5.1049,2,6.1183
detect,8,5.1049,2,8.4703
hing,8,5.1049,5,8.6885
inclus,8,5.1049,1,5.5353
pound,8,5.1049,2,9.2403
hypothesi,8,5.1049,3,8.441
blow,8,5.1049,3,8.8386
motor,8,5.1049,1,5.998
inadequ,8,5.1049,1,6.5102
coincid,8,5.1049,1,5.4125
restraint,8,5.1049,4,10.8834
shift,8,5.1049,1,5.8823
individu,8,5.1049,2,6.4076
nasa,8,5.1049,1,5.5353
implic,8,5.1049,1,6.0878
sum,8,5.1049,2,8.0511
nineteen,8,5.1049,1,6.3082
crossflow,8,5.1049,2,7.5293
substitut,8,5.1049,1,6.0878
multipli,8,5.1049,3,9.5132
ion,8,5.1049,4,10.8592
prepar,8,5.1049,1,6.7628
tsien,8,5.1049,2,6.9108
